line,line_name,season,valid_from,valid_to,direction,train_number,service_code,station_order,station,arrival_time,departure_time,time
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,232,Q,4,HAMMAM CHAT,19:38,19:39,19:39
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,232,Q,5,TAHAR SFAR,19:40,19:41,19:41
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,232,Q,6,ARRET DU STADE,19:42,19:43,19:43
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,232,Q,7,Hammam Lif,19:45,19:46,19:46
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,232,Q,8,BOU KORNINE,19:47,19:48,19:48
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,232,Q,9,LYCEE EZZAHRA,19:49,19:49,19:49
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,232,Q,10,EZ-ZAHRA,19:51,19:51,19:51
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,232,Q,11,RADES MELIANE,19:53,19:54,19:54
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,232,Q,12,Rades,19:56,19:57,19:57
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,232,Q,13,SIDI REZIG,20:00,20:00,20:00
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,232,Q,14,MEGRINE,20:02,20:02,20:02
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,232,Q,15,MEGRINE RYADH,20:03,20:04,20:04
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,232,Q,16,Jebel Jelloud,20:05,20:06,20:06
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,232,Q,17,Tunis Ville,20:12,,20:12
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,233,Q,1,Tunis Ville,,18:30,18:30
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,233,Q,2,Jebel Jelloud,18:36,18:36,18:36
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,233,Q,3,MEGRINE RYADH,18:38,18:38,18:38
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,233,Q,4,MEGRINE,18:39,18:40,18:40
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,233,Q,5,SIDI REZIG,18:41,18:42,18:42
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,233,Q,6,Rades,18:45,18:46,18:46
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,233,Q,7,RADES MELIANE,18:48,18:48,18:48
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,233,Q,8,EZ-ZAHRA,18:50,18:51,18:51
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,233,Q,9,LYCEE EZZAHRA,18:53,18:53,18:53
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,233,Q,10,BOU KORNINE,18:54,18:55,18:55
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,233,Q,11,Hammam Lif,18:56,18:57,18:57
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,233,Q,12,ARRET DU STADE,18:59,18:59,18:59
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,233,Q,13,TAHAR SFAR,19:01,19:01,19:01
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,233,Q,14,HAMMAM CHAT,19:03,19:03,19:03
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,233,Q,15,BIR EL BEY,19:04,19:05,19:05
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,233,Q,16,Borj Cedria,19:07,19:08,19:08
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,233,Q,17,Erriadh,19:12,,19:12
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,234,Q,1,Erriadh,,20:00,20:00
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,234,Q,2,Borj Cedria,20:04,20:04,20:04
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,234,Q,3,BIR EL BEY,20:07,20:07,20:07
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,234,Q,4,HAMMAM CHAT,20:08,20:09,20:09
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,234,Q,5,TAHAR SFAR,20:10,20:11,20:11
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,234,Q,6,ARRET DU STADE,20:12,20:13,20:13
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,234,Q,7,Hammam Lif,20:15,20:16,20:16
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,234,Q,8,BOU KORNINE,20:17,20:18,20:18
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,234,Q,9,LYCEE EZZAHRA,20:19,20:19,20:19
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,234,Q,10,EZ-ZAHRA,20:21,20:21,20:21
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,234,Q,11,RADES MELIANE,20:23,20:24,20:24
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,234,Q,12,Rades,20:26,20:27,20:27
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,234,Q,13,SIDI REZIG,20:30,20:30,20:30
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,234,Q,14,MEGRINE,20:32,20:32,20:32
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,234,Q,15,MEGRINE RYADH,20:33,20:34,20:34
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,234,Q,16,Jebel Jelloud,20:35,20:36,20:36
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,234,Q,17,DEPOT FARHAT HACHED,20:38,20:38,20:38
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,234,Q,18,Tunis Ville,20:42,,20:42
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,235,Q,1,Tunis Ville,,19:00,19:00
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,235,Q,2,Jebel Jelloud,19:06,19:06,19:06
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,235,Q,3,MEGRINE RYADH,19:08,19:08,19:08
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,235,Q,4,MEGRINE,19:09,19:10,19:10
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,235,Q,5,SIDI REZIG,19:11,19:12,19:12
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,235,Q,6,LYCEE TECHNIQUE RADES,19:13,19:14,19:14
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,235,Q,7,Rades,19:15,19:16,19:16
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,235,Q,8,RADES MELIANE,19:18,19:19,19:19
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,235,Q,9,EZ-ZAHRA,19:21,19:21,19:21
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,235,Q,10,LYCEE EZZAHRA,19:23,19:24,19:24
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,235,Q,11,BOU KORNINE,19:25,19:25,19:25
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,235,Q,12,Hammam Lif,19:27,19:28,19:28
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,235,Q,13,ARRET DU STADE,19:29,19:30,19:30
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,235,Q,14,TAHAR SFAR,19:31,19:32,19:32
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,235,Q,15,HAMMAM CHAT,19:33,19:34,19:34
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,235,Q,16,BIR EL BEY,19:35,19:35,19:35
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,235,Q,17,Borj Cedria,19:38,19:38,19:38
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,235,Q,18,Erriadh,19:42,,19:42
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,236,Q,1,Erriadh,,20:20,20:20
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,236,Q,2,Borj Cedria,20:24,20:24,20:24
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,236,Q,3,BIR EL BEY,20:27,20:27,20:27
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,236,Q,4,HAMMAM CHAT,20:28,20:29,20:29
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,236,Q,5,TAHAR SFAR,20:30,20:31,20:31
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,236,Q,6,ARRET DU STADE,20:32,20:33,20:33
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,236,Q,7,Hammam Lif,20:35,20:36,20:36
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,236,Q,8,BOU KORNINE,20:37,20:38,20:38
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,236,Q,9,LYCEE EZZAHRA,20:39,20:39,20:39
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,236,Q,10,EZ-ZAHRA,20:41,20:41,20:41
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,236,Q,11,RADES MELIANE,20:43,20:44,20:44
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,236,Q,12,Rades,20:46,20:47,20:47
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,236,Q,13,LYCEE TECHNIQUE RADES,20:48,20:49,20:49
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,236,Q,14,SIDI REZIG,20:50,20:51,20:51
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,236,Q,15,MEGRINE,20:52,20:53,20:53
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,236,Q,16,MEGRINE RYADH,20:54,20:54,20:54
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,236,Q,17,Jebel Jelloud,20:56,20:56,20:56
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,236,Q,18,DEPOT FARHAT HACHED,20:58,20:59,20:59
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,236,Q,19,Tunis Ville,21:03,,21:03
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,237,Q,1,Tunis Ville,,19:30,19:30
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,237,Q,2,Jebel Jelloud,,19:36,19:36
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,237,Q,3,MEGRINE RYADH,19:37,19:38,19:38
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,237,Q,4,MEGRINE,19:39,19:39,19:39
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,237,Q,5,SIDI REZIG,19:41,19:41,19:41
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,237,Q,6,Rades,19:44,19:45,19:45
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,237,Q,7,RADES MELIANE,19:47,19:48,19:48
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,237,Q,8,EZ-ZAHRA,19:50,19:50,19:50
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,237,Q,9,LYCEE EZZAHRA,19:52,19:53,19:53
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,237,Q,10,BOU KORNINE,19:54,19:54,19:54
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,237,Q,11,Hammam Lif,19:56,19:57,19:57
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,237,Q,12,ARRET DU STADE,19:58,19:59,19:59
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,237,Q,13,TAHAR SFAR,20:00,20:01,20:01
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,237,Q,14,HAMMAM CHAT,20:02,20:03,20:03
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,237,Q,15,BIR EL BEY,20:04,20:04,20:04
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,237,Q,16,Borj Cedria,20:07,20:07,20:07
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,237,Q,17,Erriadh,20:11,,20:11
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,238,Q,1,Erriadh,,20:30,20:30
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,238,Q,2,Borj Cedria,20:34,20:34,20:34
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,238,Q,3,BIR EL BEY,20:37,20:37,20:37
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,238,Q,4,HAMMAM CHAT,20:38,20:39,20:39
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,238,Q,5,TAHAR SFAR,20:40,20:41,20:41
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,238,Q,6,ARRET DU STADE,20:42,20:43,20:43
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,238,Q,7,Hammam Lif,20:45,20:46,20:46
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,238,Q,8,BOU KORNINE,20:47,20:48,20:48
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,238,Q,9,LYCEE EZZAHRA,20:49,20:49,20:49
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,238,Q,10,EZ-ZAHRA,20:51,20:51,20:51
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,238,Q,11,RADES MELIANE,20:53,20:54,20:54
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,238,Q,12,Rades,20:56,20:57,20:57
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,238,Q,13,SIDI REZIG,21:00,21:00,21:00
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,238,Q,14,MEGRINE,21:02,21:02,21:02
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,238,Q,15,MEGRINE RYADH,21:03,21:04,21:04
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,238,Q,16,Jebel Jelloud,,21:05,21:05
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,238,Q,17,DEPOT FARHAT HACHED,21:07,21:08,21:08
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,238,Q,18,Tunis Ville,21:12,,21:12
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,239,Q,1,Tunis Ville,,20:00,20:00
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,239,Q,2,DEPOT FARHAT HACHED,20:04,20:04,20:04
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,239,Q,3,Jebel Jelloud,20:06,20:07,20:07
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,239,Q,4,MEGRINE RYADH,20:08,20:09,20:09
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,239,Q,5,MEGRINE,20:10,20:10,20:10
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,239,Q,6,SIDI REZIG,20:12,20:12,20:12
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,239,Q,7,LYCEE TECHNIQUE RADES,20:14,20:14,20:14
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,239,Q,8,Rades,20:16,20:17,20:17
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,239,Q,9,RADES MELIANE,20:19,20:19,20:19
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,239,Q,10,EZ-ZAHRA,20:21,20:22,20:22
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,239,Q,11,LYCEE EZZAHRA,20:24,20:24,20:24
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,239,Q,12,BOU KORNINE,20:25,20:26,20:26
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,239,Q,13,Hammam Lif,20:27,20:28,20:28
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,239,Q,14,ARRET DU STADE,20:30,20:30,20:30
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,239,Q,15,TAHAR SFAR,20:32,20:32,20:32
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,239,Q,16,HAMMAM CHAT,20:34,20:34,20:34
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,239,Q,17,BIR EL BEY,20:35,20:36,20:36
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,239,Q,18,Borj Cedria,20:38,20:39,20:39
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,239,Q,19,Erriadh,20:43,,20:43
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,240,Q,1,Erriadh,,21:00,21:00
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,240,Q,2,Borj Cedria,21:04,21:04,21:04
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,240,Q,3,BIR EL BEY,21:07,21:07,21:07
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,240,Q,4,HAMMAM CHAT,21:08,21:09,21:09
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,240,Q,5,TAHAR SFAR,21:10,21:11,21:11
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,240,Q,6,ARRET DU STADE,21:12,21:13,21:13
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,240,Q,7,Hammam Lif,21:15,21:16,21:16
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,240,Q,8,BOU KORNINE,21:17,21:18,21:18
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,240,Q,9,LYCEE EZZAHRA,21:19,21:19,21:19
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,240,Q,10,EZ-ZAHRA,21:21,21:21,21:21
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,240,Q,11,RADES MELIANE,21:23,21:24,21:24
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,240,Q,12,Rades,21:26,21:27,21:27
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,240,Q,13,SIDI REZIG,21:30,21:30,21:30
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,240,Q,14,MEGRINE,21:32,21:32,21:32
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,240,Q,15,MEGRINE RYADH,21:33,21:34,21:34
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,240,Q,16,Jebel Jelloud,,21:35,21:35
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,240,Q,17,Tunis Ville,21:41,,21:41
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,242,Q,1,Erriadh,,21:30,21:30
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,242,Q,2,Borj Cedria,21:34,21:34,21:34
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,242,Q,3,BIR EL BEY,21:37,21:37,21:37
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,242,Q,4,HAMMAM CHAT,21:38,21:39,21:39
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,242,Q,5,TAHAR SFAR,21:40,21:41,21:41
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,242,Q,6,ARRET DU STADE,21:42,21:43,21:43
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,242,Q,7,Hammam Lif,21:45,21:46,21:46
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,242,Q,8,BOU KORNINE,21:47,21:48,21:48
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,242,Q,9,LYCEE EZZAHRA,21:49,21:49,21:49
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,242,Q,10,EZ-ZAHRA,21:51,21:51,21:51
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,242,Q,11,RADES MELIANE,21:53,21:54,21:54
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,242,Q,12,Rades,21:56,21:57,21:57
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,242,Q,13,SIDI REZIG,22:00,22:00,22:00
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,242,Q,14,MEGRINE,22:02,22:02,22:02
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,242,Q,15,MEGRINE RYADH,22:03,22:04,22:04
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,242,Q,16,Jebel Jelloud,22:05,22:06,22:06
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,242,Q,17,Tunis Ville,22:12,,22:12
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,243,Q,1,Tunis Ville,,20:30,20:30
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,243,Q,2,DEPOT FARHAT HACHED,20:34,20:34,20:34
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,243,Q,3,Jebel Jelloud,,20:36,20:36
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,243,Q,4,MEGRINE RYADH,20:38,20:38,20:38
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,243,Q,5,MEGRINE,20:39,20:40,20:40
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,243,Q,6,SIDI REZIG,20:41,20:42,20:42
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,243,Q,7,Rades,20:45,20:46,20:46
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,243,Q,8,RADES MELIANE,20:48,20:48,20:48
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,243,Q,9,EZ-ZAHRA,20:50,20:51,20:51
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,243,Q,10,LYCEE EZZAHRA,20:53,20:53,20:53
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,243,Q,11,BOU KORNINE,20:54,20:55,20:55
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,243,Q,12,Hammam Lif,20:56,20:57,20:57
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,243,Q,13,ARRET DU STADE,20:59,20:59,20:59
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,243,Q,14,TAHAR SFAR,21:01,21:01,21:01
